id	loc	bytes	jp	en	edited_en
1072	14:$4FDC	90	<cF2><cF0><cF1><cF4>  こうして <name>たちは<br>     オロチをたおし、<mode1>F<brk>こんどは、ふたたび ツキカゲむらに<br>  もどるための ぼうけんへと<br>   いどむのであった・・・<mode1><cF0><mode0>	<cF2><cF0><cF1><cF4>And so, <name> and his<br> friends defeated Orochi,<mode1><$B4><end><brk> then set out on another<br> adventure<end><brk> to return to Moonlight<br> Village...<mode1><cF0><mode0>	
1073	14:$5037	15	ケヤキ「あっ きがついた！」	Keyaki: Oh, you're awake!	
1074	14:$5047	190	おかみ「だいじょうぶかい・・・<br> ひどく うなされていたから<br> しんぱいしたよ。<end><brk> ここ？・・・ここは ツキカゲむら。<br> あなた クヨウとうげで かいぶつに<br> やられたんだろ？<end><brk> あそこで ちからつきたら ここに<br> おいだされるんだよ。<end><brk> それより ケヤキちゃんに おれい<br> をいいなよ。あなたのこと ずっと<br> カンビョウしてくれてたんだよ」	Innkeeper: Are you all<br> right?...<end><brk> You were having terrible<br> nightmares. I was worried<br> about you.<end><brk> Where are you? This is<br> Moonlight Village.<end><brk> Monsters got you at Kuyo<br> Pass, didn't they?<end><brk> If you collapse there, you<br> get thrown back here.<end><brk> Anyway, you should go<br> thank Keyaki.<end><brk> She's been looking after you<br> this whole time.	
1075	14:$5106	32	ケヤキ「そんな おれいなんて・・・<end><br> ・・・けど よかった」	Keyaki: Oh, you don't need to<br> thank me...<end><brk> But I'm just glad you're all<br> right.	
1076	14:$5127	30	ケヤキ「おかみさん。わたし<br> ちょっと でかけてきますね」	Keyaki: Ma'am, I'm going to<br> step out for a bit.	
1077	14:$5146	140	おかみ「ケヤキちゃんのことかい？<end><br> よしてよ あたしのコじゃないよ。<br> あたしゃ まだドクシンだよ。<end><brk> あのコ たまにここに フラッと<br> やってきちゃ みせを てつだって<br> くれるんだよ。<end><brk> ちょっと かわったところもあるけど<br> いいコだよ。あのコは・・・」	Innkeeper: You mean Keyaki?<end><brk> Oh, please! She's not my<br> daughter. I'm still single!<end><brk> She just wanders in now and<br> then and helps around the<br> inn.<end><brk> She's a little odd, but she's<br> a good kid...	
1078	14:$51D3	10	ケヤキ「<name>さーん！」	Keyaki: <name>! Wait up!	
1079	14:$51DE	52	ケヤキ「ハアハアハア・・・よかった<br> まにあって・・・<end><brk> たすけに いくんでしょ？<br> はい これ！」	Keyaki: Haa... haa... I'm so<br> glad I made it in time...<end><brk> You're going to rescue her,<br> right? Here, take this!	
1080	14:$5213	12	<name>は <cE3:05>を もらった。	<name> received<br> <cE3:05>.	
1081	14:$5220	62	ケヤキ「うらやま までいって とって<br> きたの。 けっこう じかんが<br> かかっちゃって・・・<end><brk> がんばってね！」	Keyaki: I went up into the<br> hills to get it. It took<br> quite a while...<end><brk> Good luck!	
1082	14:$525F	33	ケヤキ「・・・だいじょうぶ？<end><br> あまり ムリしないでね」	Keyaki: ...Are you okay?<end><brk> Please don't overdo it.	
1083	14:$5281	18	おかみ「あたしゃ しんじているよ」	Innkeeper: I believe in you.	
1084	14:$5294	10	ケヤキ「<name>さーん！」	Keyaki: Hey, <name>!	
1085	14:$529F	11	ケヤキ「はい これ！」	Keyaki: Here, take this!	
1086	14:$52AB	12	<name>は<br><cE3:FE>を もらった。	<name> received<br> <cE3:FE>.	
1087	14:$52B8	14	ケヤキ「がんばってね！」	Keyaki: Good luck!	
1088	14:$52C7	148	おかみ「ケヤキちゃん？<end><br> ケヤキちゃんなら じんじゃのほうへ<br> いったみたいだけど・・・<end><brk> きまぐれなコでさ、たまに フラッと<br> どこかへ いっちゃうんだよ。<br> ネコみたいにね。<end><brk> ・・・まっ とくに いそがしいわけ<br> でもないから いいけどさ。<br> きゃくもいないし」	Innkeeper: Keyaki?<br> She went to the shrine...<end><brk> She's a free spirit.<br> Sometimes she just wanders<br> off somewhere.<end><brk> Like a cat.<end><brk> ...Well, it's not like I'm<br> busy. We don't have any<br> customers.	
1089	14:$535C	34	ケヤキ「<name>さん？<end> ちょっと<br> まっててね。もうすぐ おわるから」	Keyaki: <name>?<end><brk> Wait just a moment. I will be<br> done soon.	
1090	14:$537F	12	ケヤキ「よし<end> おわり」	Keyaki: There.<end><brk> All done.	
1091	14:$538C	70	ケヤキ「ここのじんじゃって ちょっと<br> かわっているでしょ？<end><brk> ツキカゲむらは リーバしんこうじゃ<br> ないの。だから・・・」	Keyaki: Isn't this shrine a<br> little unusual?<end><brk> Moonlight Village doesn't<br> follow the Reeva faith.<br> That's why...	
1092	14:$53D3	39	ケヤキ「え？ なんの おねがい<br> してたかって？<end><br> ・・ふふっ、ナイショ」	Keyaki: Hm? What was I<br> praying for?<end><brk> ...Hehe, it's a secret.	
1093	14:$53FB	35	ケヤキ「それより あの・・・<br> たのみがあるんだけど・・いい？」	Keyaki: Anyway, um... I have a<br> favor to ask. Is that okay?	
1094	14:$541F	31	<cEC:08> たのみがあるんだけど・・いい？<br>▶いいよ<br> ダメ	<cEC:08>Can I ask a favor?<br><$81>Sure<br>  No	
1095	14:$5442	14	ケヤキ「いじわるね・・・」	Keyaki: You're mean...	
1096	14:$5451	54	ケヤキ「じつは このネコを しばらく<br> あずかっててほしいの。<end><br> タンモモっていうの。よろしくね！」	Keyaki: Actually, I'd like you<br> to look after this cat for a<br> while.<end><brk> Her name is Tanmomo. Take<br> good care of her!	
1097	14:$5488	22	<cE0:28>ネコのタンモモが なかまになった。<mode1>ッ	<cE0:28>Tanmomo the cat joined<br> you.<mode1><$78>	
1098	14:$549F	52	ケヤキ「Bボタンを おしながら<br> <$A7>じボタンで、タンモモと<br> いれかわることが できるわ」	Keyaki: Hold B and press the<br> D-Pad to swap places with<br> Tanmomo.	
1099	14:$54D4	12	ケヤキ「ん？ なあに？」	Keyaki: Hm? What is it?	
1100	14:$54E1	56	<cEC:09>▶タンモモって きみがかってるの？<br> なんで タンモモっていうの？<br> タンモモと いれかわりたいときは？	<cEC:09><$81>Is Tanmomo yours?<br>  Why the name Tanmomo?<br>  How do I swap with her?	
1101	14:$551D	68	ケヤキ「ううん。さっき じんじゃ<br> のウラで ひろったの。<end>こごえてて<br> かわいそうだったから・・・<end><brk> じゃ よろしくね」	Keyaki: No. I found her behind<br> the shrine earlier.<end><brk> She was freezing, poor<br> thing...<end><brk> Take good care of her!	
1102	14:$5562	51	ケヤキ「ほら ふとももが<br> みじかいでしょ。<end><br> だから タンモモ。<end><brk> じゃ よろしくね」	Keyaki: See how short her<br> thighs are?<end><brk> That's why I call her<br> Tanmomo: Short-Thigh.<end><brk> Take good care of her!	
1103	14:$5596	65	ケヤキ「Bボタンを おしながら<br> タンモモのほうに <$A7>じボタンを<br> いれれば、いれかわれるわ。<end><brk> じゃ よろしくね」	Keyaki: Hold B and press the<br> D-Pad toward Tanmomo to<br> switch places.<end><brk> Take good care of her!	
1104	14:$55D8	56	だいくのキンジ「おっ！ きたきた！<end><br> <name>さん ちょっと いっしょに<br> きてよ。みせたいものがあるんだ」	Kinji: Oh, there you are! Come<br> with me for a minute,<br> <name>.<end><brk> There's something I want to<br> show you.	
1105	14:$5611	36	だいくのマサ「あっ！ <name>さん！<end><br> ほらっ これっ！ みてくれよっ！」	Masa: Ah, <name>!<end><brk> Look at this! Check it out!	
1106	14:$5636	54	だいくのキンジ「『そうこ』を つくっ<br> たんだぜ。このなかに アイテムを<br> とっといておけるんだ」	Kinji: We built a Warehouse!<br> You can store items in here.	
1107	14:$566D	68	だいくのキンジ「<name>さんの<br> ために つくったんだ。<end><brk> まっ おれたちの できることって<br> これぐらいしか ないけど・・・」	Kinji: We built it for you,<br> <name>.<end><brk> Well... this is about all we<br> can do for you.	
1108	14:$56B2	60	だいくのマサ「これで ぼうけんも<br> ぐっと ラクになるとおもうぜ。<end><br> フミちゃんのこと がんばってな！」	Masa: This should make your<br> adventures a lot easier.<end><brk> Good luck with Fumi!	
1109	14:$56EF	58	<cE0:00><mode1>1<cE0:27><name>は そうこを つかえるように<br>なった！<mode1>ッ<end> あんなものや こんなものが<br>いろいろ おけるぞ！<cE0:0C>	<cE0:00><mode1><$02><cE0:27><name> can now use the<br> Warehouse!<mode1><$78><end><brk> You can store all kinds of<br> things there!<cE0:0C>	
1110	14:$572A	36	だいくのキンジ「せっかく つくった<br> んだから つかってくれよな」	Kinji: We went to all the<br> trouble of building it, so<br> make sure you use it.	
1111	14:$574F	151	だいくのマサ「『そうこ』にアイテムを<br> おいとけば ぼうけんの とちゅうで<br> ちからつきても なくならないぜ。<end><brk> ただし つぼのなかみは すべて<br> きえるから きをつけな。<end><brk> あと ぼうけんには アイテムを<br> 5こしかもっていけないぜ。ツボは<br> なかみが きえちゃうからな」	Masa: Leave items in the<br> Warehouse and you won't<end><brk> lose them if you collapse<br> during an adventure.<end><brk> But everything inside a Pot<br> will disappear, so be<br> careful.<end><brk> Also, you can only take 5<br> items with you.<end><brk> Remember, Pots lose their<br> contents.	
1112	14:$57E7	88	うらないオババ「あんなところに<br> 『そうこ』を たてよって・・・<end><brk> ひあたりが わるくなったじゃ<br> ないか！ なにも かんがえていない<br> んだから！ まったく！」	Old Seer: Building a Warehouse<br> in a place like that...<end><brk> Now I'm not getting any<br> sunlight! Those boys never<end><brk> think things through!<br> Honestly!	
1113	14:$5840	52	ケヤキ「さいきん むらのひとたちも<br> <name>さんのことを みとめてる<br> ようなの。<end>わたし うれしくて・・」	Keyaki: Lately, the<br> villagers are starting to<br> accept you, <name>.<end><brk> I'm so happy...	
1114	14:$5875	86	おかみ「たおされても くじけず<br> なんども ちょうせんする・・・<end><brk> やっぱり アンタは、あたしが<br> おもっていたとおりの オトコだワ。<br> がんばってね！」	Innkeeper: No matter how<br> many times you get knocked<br> down, you never give up...<end><brk> You're every bit the man I<br> thought you were.<end><brk> Good luck out there!	
1115	14:$58CC	41	タグラ「これ ぼくの たいせつな<br> おもちゃなんだけど・・・<end>あげるよ」	Tagura: This is my most<br> treasured toy, but...<end><brk> I'll give it to you.	
1116	14:$58F6	11	<name>は <cE3:02>を もらった	<name> received <cE3:02>.	
1117	14:$5902	33	タグラ「そのかわり フミちゃんを<br> たすけてね。きっとだよ！」	Tagura: In return, please<br> save Fumi. Promise me!	
1118	14:$5924	54	ケヤキ「だいじょうぶ？<end>・・よかった。<br> わたし <name>さんの ケガだけが<br> しんぱいで・・・」	Keyaki: Are you okay?<end><brk> ...Thank goodness. I was so<br> worried you might be hurt,<br> <name>...	
1119	14:$595B	46	ぱしりのゴン「うーーっ<end> これ<br> おれの たからものなんだけど<br> おめえに やるよ」	Gon: Urgh...<end><brk> This is my prized possession,<br> but I'll hand it over to you.	
1120	14:$598A	11	<name>は <cE3:08>を<br>もらった	<name> received <cE3:08>.	
1121	14:$5996	75	ぱしりのゴン「おれ かんぬしさまに<br> おこられそうになったら いつも<br> これつかって にげてるんだ。<end><brk> うーーっ けっこう やくだつぜ」	Gon: Whenever the Shrine<br> Priest is about to scold me,<br> I use this to get away.<end><brk> Urgh...<end><brk> It comes in pretty handy!	
1122	14:$59E2	118	ナギ「うわあぁーっ！！<end> な、なんだ<br> かいぶつじゃないのか。ビックリした<end><br> ・・・えっ おれを たすけにきた？<end><brk> やだ！ おれ かえらねえ！<br> フミを たすけるって やくそくして<br> くれたら かえってもいいけど・・」	Nagi: Waaah!! Wh-what? You're<br> not a monster? You scared<br> me.<end><brk> ...You came to rescue me?<end><brk> No! I'm not going back!<end><brk> I might if you promise to<br> save Fumi...	
1123	14:$5A59	29	<cEC:08>フミを たすけるやくそくをしますか？<br>▶はい<br> いいえ	<cEC:08>Promise to save Fumi?<br><$81>Yes<br>  No	
1124	14:$5A7D	51	ナギ「けっ！ ひとりで かえりな。<br> おれひとりで やってやる。<br> か、かいぶつなんか・・・」	Nagi: Hmph! Go back by<br> yourself. I can handle this<br> on my own.<end><brk> M-monsters don't scare me...	
1125	14:$5AB1	48	ナギ「・・・・・・・・・・・・<end><br> うえーーーーーん！！<br> やっぱ ここ こえーよーっ！！」	Nagi: ............<end><brk> Waaaaah!! This place really<br> is scary!!	
1126	14:$5AE2	18	ナギ「うえーーん！ チキショー！」	Nagi: Waaaaah! Damn it!	
1127	14:$5AF5	101	ナギ「よし！ かえってやらあ。<br> やくそく わすれんじゃねえぞ。<end><brk> ・・・ホントは おれ すげー<br> ビビっててよ<end> だから あの<end><brk> ・・・もれそうなんだ。<end><br> はやく かえろうぜ」	Nagi: Fine! I'll go back.<br> Don't you forget your<br> promise.<end><brk> ...Truth is, I'm really<br> scared, so, um...<end><brk> ...I'm about to wet myself.<br> Let's hurry back.	
